minute,team ,opposition,id,play_pos,event,x,y,outcome,secondary_outcome
86,Billingham,Wharfedale,Ath16,back row,carry,45,43,open play,
86,Billingham,Wharfedale,Ath16,back row,pass error,48,48,intercepted,
86,Billingham,Wharfedale,Ath16,back row,tackle,48,57,successful,
86,Billingham,Wharfedale,Ath7,back row,tackle,45,55,successful,
86,Billingham,Wharfedale,Ath13,centre,tackle,48,54,successful,
86,Billingham,Wharfedale,Ath1,front row,charge down,48,35,successful,
86,Billingham,Wharfedale,Ath1,front row,turnover won,51,35,loose ball,
86,Billingham,Wharfedale,Ath1,front row,carry,51,35,gls,
86,Billingham,Wharfedale,Ath1,front row,offload,55,35,successful,
86,Billingham,Wharfedale,Ath29,back row,handling error,55,32,knock on,
88,Billingham,Wharfedale,Ath29,back row,carry,54,32,open play,
88,Billingham,Wharfedale,Ath29,back row,defender beaten,54,32,fend,
88,Billingham,Wharfedale,Ath7,back row,carry,41,17,open play,
89,Billingham,Wharfedale,Ath10,half back,kick,45,30,touch kick,
89,Billingham,Wharfedale,Ath2,front row,LO Throw,65,0,successful,front
89,Billingham,Wharfedale,Ath29,back row,LO catch ,65,6,successful,front
89,Billingham,Wharfedale,Ath22,half back,defender beaten,60,5.5,step,
90,Billingham,Wharfedale,Ath22,half back,carry,60,4,gls,
90,Billingham,Wharfedale,Ath22,half back,carry ,63,6.5,error,
90,Billingham,Wharfedale,Ath22,half back,tackle,66,6,offload allowed,
90,Billingham,Wharfedale,Ath22,half back,kick,70,28,retained,
90,Billingham,Wharfedale,Ath22,half back,try,100,45,scored,
91,Billingham,Wharfedale,Ath12,centre,conversion,82,50,successful,
92,Billingham,Wharfedale,Ath13,centre,kick rec,22,60,successful,
92,Billingham,Wharfedale,Ath13,centre,carry,22,60,kick return,
92,Billingham,Wharfedale,Ath13,centre,defender beaten,23,61,step,
92,Billingham,Wharfedale,Ath13,centre,offload,29,69,successful,
92,Billingham,Wharfedale,Ath1,front row,carry,28,68,support carry ,
92,Billingham,Wharfedale,Ath13,centre,carry,28,68,gls,
92,Billingham,Wharfedale,Ath6,second row,carry,34,57,gls,
92,Billingham,Wharfedale,Ath11,back three,carry,26,5,gls,
92,Billingham,Wharfedale,Ath11,back three,kick,40,2,retained,
93,Billingham,Wharfedale,Ath11,back three,linebreak,65,21,open play,
93,Billingham,Wharfedale,Ath11,back three,defender beaten,65,21,step,
93,Billingham,Wharfedale,Ath11,back three,defender beaten,65,21,fend,
93,Billingham,Wharfedale,Ath11,back three,defender beaten,90,15.5,step,
93,Billingham,Wharfedale,Ath11,back three,carry,95,5,error,
94,Billingham,Wharfedale,Ath7,back row,tackle,95,6,successful,
94,Billingham,Wharfedale,Ath18,front row,tackle,95,14,successful,
1,Billingham,Sheffield,Ath29,back row,kick rec,80.5,65,successful,
1,Billingham,Sheffield,Ath29,back row,carry,80.5,65,kick return,
1,Billingham,Sheffield,Ath29,back row,defender beaten,80,61,fend,
1,Billingham,Sheffield,Ath36,back row,carry,76,51,gls,
1,Billingham,Sheffield,Ath15,half back,kick,76,36,open play,
1,Billingham,Sheffield,Ath13,centre,tackle,30,32,successful,
1,Billingham,Sheffield,Ath12,centre,tackle,30,32,successful,
1,Billingham,Sheffield,Ath9,back three,tackle,43,6,successful,
2,Billingham,Sheffield,Ath16,front row,tackle,42.5,29,missed,
2,Billingham,Sheffield,Ath6,second row,tackle,43,29,successful,
3,Billingham,Sheffield,team,forwards,scrum,37,50,pen won,
3,Billingham,Sheffield,Ath15,half back,carry,40,37,gls,
3,Billingham,Sheffield,Ath15,half back,kick,37,30,open play,
3,Billingham,Sheffield,Ath14,back three,turnover won,16,1,forced error,
3,Billingham,Sheffield,Ath16,front row,LO Throw,16,0,successful,middle
3,Billingham,Sheffield,Ath8,second row,LO catch ,16,9,successful,middle
3,Billingham,Sheffield,Ath13,centre,carry,17,26,gls,
4,Billingham,Sheffield,Ath6,second row,carry,12,34,gls,
4,Billingham,Sheffield,Ath6,second row,atk pen con,10,36,playing ball on floor,
5,Billingham,Sheffield,Ath6,second row,def pen con ,37,60,bind change at maul,
5,Billingham,Sheffield,Ath13,centre,tackle,33,24,offload allowed,
5,Billingham,Sheffield,Ath12,centre,tackle,36,10,successful,
5,Billingham,Sheffield,Ath8,second row,tackle,25,42,successful,
5,Billingham,Sheffield,Ath1,front row,tackle,26,45,dominant,
6,Billingham,Sheffield,Ath6,second row,tackle,62.5,55,successful,
6,Billingham,Sheffield,Ath7,back row,tackle,60,49,successful,
6,Billingham,Sheffield,Ath36,back row,tackle,60,34,missed,
6,Billingham,Sheffield,Ath12,centre,tackle,61.5,33,successful,
6,Billingham,Sheffield,Ath7,back row,tackle,63,33,successful,
6,Billingham,Sheffield,Ath8,second row,tackle,66,53,missed,
6,Billingham,Sheffield,Ath29,back row,tackle,68,51,missed,
6,Billingham,Sheffield,Ath12,centre,tackle,70,50,missed,
6,Billingham,Sheffield,Ath7,back row,tackle,71,50,successful,
7,Billingham,Sheffield,Ath1,front row,tackle,71,61,successful,
7,Billingham,Sheffield,Ath7,back row,tackle,70,54,dominant,
7,Billingham,Sheffield,Ath29,back row,tackle,65,47,successful,
7,Billingham,Sheffield,Ath17,front row,tackle,65,47,successful,
7,Billingham,Sheffield,Ath17,front row,def pen con ,65,47,high tackle,
7,Billingham,Sheffield,Ath11,back three,tackle,62,64,missed,
7,Billingham,Sheffield,Ath12,centre,tackle,67,64,offload allowed,
7,Billingham,Sheffield,Ath8,second row,tackle,67,64,offload allowed,
7,Billingham,Sheffield,Ath1,front row,tackle,63,68,dominant,
10,Billingham,Sheffield,Ath15,half back,kick,50,35,kick off,
10,Billingham,Sheffield,Ath17,front row,tackle,22,48,missed,
10,Billingham,Sheffield,Ath36,back row,tackle,22.5,48,missed,
10,Billingham,Sheffield,Ath36,back row,def pen con ,22.5,48,high tackle,
10,Billingham,Sheffield,Ath29,back row,tackle,25,45,successful,
10,Billingham,Sheffield,Ath12,centre,tackle,30,10,missed,
10,Billingham,Sheffield,Ath9,back three,kick rec,77,21,successful,
10,Billingham,Sheffield,Ath9,back three,carry,77,21,kick return,
10,Billingham,Sheffield,Ath9,back three,defender beaten,78,15.5,step,
10,Billingham,Sheffield,Ath9,back three,defender beaten,76,10,step,
10,Billingham,Sheffield,Ath9,back three,kick,70,25,open play,
10,Billingham,Sheffield,Ath22,half back,tackle,31,47,offload allowed,
10,Billingham,Sheffield,Ath8,second row,tackle,32,48,successful,
10,Billingham,Sheffield,Ath16,front row,tackle,32,48,successful,
11,Billingham,Sheffield,Ath6,second row,tackle,35,65,successful,
11,Billingham,Sheffield,Ath1,front row,tackle,35,65,successful,
11,Billingham,Sheffield,Ath7,back row,tackle,33,57,successful,
11,Billingham,Sheffield,Ath29,back row,tackle,32,35,successful,
11,Billingham,Sheffield,Ath36,back row,tackle,32,35,successful,
11,Billingham,Sheffield,Ath15,half back,turnover won,39,9,loose ball,
11,Billingham,Sheffield,Ath15,half back,carry,39,9,gls,
11,Billingham,Sheffield,Ath15,half back,handling error,28,9,knock on,
13,Billingham,Sheffield,Ath29,back row,carry,38,10,gls,
13,Billingham,Sheffield,Ath29,back row,defender beaten,38,10,ran over,
13,Billingham,Sheffield,Ath12,centre,kick,37,14,touch kick,
14,Billingham,Sheffield,Ath16,front row,LO Throw,21,0,successful,middle
14,Billingham,Sheffield,Ath7,back row,LO catch ,21,10,successful,middle
14,Billingham,Sheffield,Ath1,front row,carry,23,9,gls,
14,Billingham,Sheffield,Ath9,back three,carry,25,54,gls,
14,Billingham,Sheffield,Ath13,centre,carry,4.5,65,gls,
14,Billingham,Sheffield,Ath16,front row,carry,5,55,open play,
15,Billingham,Sheffield,Ath6,second row,carry,9,46,open play,
15,Billingham,Sheffield,Ath22,half back,kick,6,40,open play,
16,Billingham,Sheffield,Ath15,half back,kick,10,37,pen kick,
16,Billingham,Sheffield,Ath29,back row,kick rec,78,59,successful,
16,Billingham,Sheffield,Ath29,back row,carry,78,59,kick return,
16,Billingham,Sheffield,Ath36,back row,carry,84,52,gls,
16,Billingham,Sheffield,Ath15,half back,kick,82,37,open play,
17,Billingham,Sheffield,Ath15,half back,kick rec,86,60,successful,
17,Billingham,Sheffield,Ath15,half back,carry,86,60,kick return,
17,Billingham,Sheffield,Ath15,half back,kick,78,65,open play,
17,Billingham,Sheffield,Ath13,centre,tackle,53,14,offload allowed,
17,Billingham,Sheffield,Ath8,second row,tackle,56,12,successful,
17,Billingham,Sheffield,Ath36,back row,tackle,56,12,successful,
17,Billingham,Sheffield,Ath36,back row,def pen con ,56,12,not rolling,
17,Billingham,Sheffield,Ath7,back row,tackle,52,35,successful,
19,Billingham,Sheffield,Ath12,centre,tackle,89,31,missed,
19,Billingham,Sheffield,Ath7,back row,tackle,90,30,successful,
19,Billingham,Sheffield,Ath36,back row,tackle,90,30,successful,
19,Billingham,Sheffield,Ath11,back three,tackle,90,54.5,missed,
20,Billingham,Sheffield,Ath15,half back,kick,50,35,kick off,
21,Billingham,Sheffield,Ath8,second row,tackle,22,60.5,successful,
21,Billingham,Sheffield,Ath13,centre,tackle,25,10,successful,
21,Billingham,Sheffield,Ath8,back row,tackle,34,52,offload allowed,
21,Billingham,Sheffield,Ath1,front row,tackle,40,53,successful,
21,Billingham,Sheffield,Ath17,front row,tackle,40,40,missed,
21,Billingham,Sheffield,Ath36,back row,tackle,42,42,successful,
21,Billingham,Sheffield,Ath13,centre,tackle,57,6,missed,
21,Billingham,Sheffield,Ath6,second row,tackle,60,6,offload allowed,
21,Billingham,Sheffield,Ath14,back three,tackle,67,7,gl allowed,
21,Billingham,Sheffield,Ath14,back three,def pen con ,67,7,high tackle,
21,Billingham,Sheffield,Ath15,half back,tackle,73,12,successful,
22,Billingham,Sheffield,Ath29,back row,tackle,81,10,missed,
22,Billingham,Sheffield,Ath22,half back,tackle,90,15,missed,
22,Billingham,Sheffield,Ath9,back three,tackle,100,16,missed,
23,Billingham,Sheffield,Ath15,half back,kick,50,35,kick off,
23,Billingham,Sheffield,Ath7,back row,tackle,23,55.5,successful,
24,Billingham,Sheffield,Ath17,front row,tackle,22.5,49,successful,
24,Billingham,Sheffield,Ath36,back row,tackle,22.5,49,offload allowed,
24,Billingham,Sheffield,Ath17,front row,tackle,22.5,49,successful,
24,Billingham,Sheffield,Ath8,second row,tackle,22.5,49,successful,
24,Billingham,Sheffield,Ath6,second row,tackle,22.5,56,offload allowed,
24,Billingham,Sheffield,Ath16,front row,tackle,22.5,56,offload allowed,
24,Billingham,Sheffield,Ath36,back row,tackle,23,64,offload allowed,
25,Billingham,Sheffield,team,forwards,scrum,26,60,pen won,
26,Billingham,Sheffield,Ath15,half back,kick,25,56,touch kick,
26,Billingham,Sheffield,Ath16,front row,LO Throw,10,70,unsuccessful,middle
26,Billingham,Sheffield,Ath6,second row,LO catch ,10,60,unsuccessful,middle
26,Billingham,Sheffield,Ath7,back row,tackle,7,60,successful,
26,Billingham,Sheffield,Ath17,front row,tackle,10,55.5,missed,
26,Billingham,Sheffield,Ath6,second row,tackle,11,55,gl allowed,
27,Billingham,Sheffield,Ath16,front row,LO Throw,24,70,unsuccessful,middle
27,Billingham,Sheffield,Ath8,second row,LO catch ,24,60,unsuccessful,middle
27,Billingham,Sheffield,Ath36,back row,tackle,24,59,successful,
27,Billingham,Sheffield,Ath8,second row,tackle,22.5,65,successful,
27,Billingham,Sheffield,Ath8,second row,turnover won,22.5,65,forced error,
27,Billingham,Sheffield,Ath22,half back,kick rec,37,65,successful,
27,Billingham,Sheffield,Ath22,half back,carry,37,65,kick return,
27,Billingham,Sheffield,Ath11,back three,carry,51.5,55,support carry ,
27,Billingham,Sheffield,Ath11,back three,defender beaten,47,59,ran round,
27,Billingham,Sheffield,Ath11,back three,defender beaten,38,68,ran round,
28,Billingham,Sheffield,team,forwards,scrum,24,65,pen won,
28,Billingham,Sheffield,Ath29,back row,carry,25,64,gls,
29,Billingham,Sheffield,Ath29,back row,defender beaten,25,64,fend,
29,Billingham,Sheffield,Ath29,back row,defender beaten,22,57,ran over,
29,Billingham,Sheffield,Ath15,half back,kick,21,47,open play,
30,Billingham,Sheffield,Ath1,front row,LO Throw,10,70,unsuccessful,front
30,Billingham,Sheffield,Ath7,back row,LO catch ,10,75,unsuccessful,front
30,Billingham,Sheffield,Ath1,front row,tackle,13,65,successful,
30,Billingham,Sheffield,Ath15,half back,def pen con ,20,53,offside,
31,Billingham,Sheffield,Ath12,centre,tackle,38,35,missed,
31,Billingham,Sheffield,Ath29,back row,tackle,39,35,missed,
31,Billingham,Sheffield,Ath29,back row,def pen con ,39,35,high tackle,
31,Billingham,Sheffield,Ath29,back row,yellow card,39,35,sin bin,
32,Billingham,Sheffield,Ath1,front row,tackle,70,67,successful,
32,Billingham,Sheffield,Ath8,second row,tackle,77,68,successful,
32,Billingham,Sheffield,Ath17,front row,tackle,76,60,successful,
32,Billingham,Sheffield,Ath36,back row,tackle,76,60,successful,
32,Billingham,Sheffield,Ath15,half back,tackle,77.5,37,missed,
32,Billingham,Sheffield,Ath16,front row,tackle,79,38,successful,
32,Billingham,Sheffield,Ath12,centre,tackle,79,17,successful,
32,Billingham,Sheffield,Ath6,second row,tackle,79,17,successful,
32,Billingham,Sheffield,Ath12,centre,def pen con ,79,17,high tackle,
32,Billingham,Sheffield,Ath13,centre,tackle,82,15.5,missed,
33,Billingham,Sheffield,Ath22,half back,tackle,88,13,missed,
33,Billingham,Sheffield,Ath14,back three,tackle,88,13,missed,
33,Billingham,Sheffield,Ath15,half back,tackle,90,10,offload allowed,
33,Billingham,Sheffield,Ath22,half back,tackle,96,9,offload allowed,
34,Billingham,Sheffield,Ath15,half back,kick,50,35,kick off,
34,Billingham,Sheffield,Ath8,second row,tackle,25,56,missed,
34,Billingham,Sheffield,Ath16,front row,tackle,26,55,successful,
34,Billingham,Sheffield,Ath36,back row,tackle,25,49,successful,
34,Billingham,Sheffield,Ath6,second row,tackle,25,49,dominant,
35,Billingham,Sheffield,Ath12,centre,tackle,30,6,missed,
35,Billingham,Sheffield,Ath13,centre,tackle,31,6,successful,
35,Billingham,Sheffield,Ath36,back row,tackle,40,35,offload allowed,
35,Billingham,Sheffield,Ath1,front row,tackle,40,36,successful,
35,Billingham,Sheffield,Ath16,front row,tackle,46,60,missed,
35,Billingham,Sheffield,Ath11,back three,tackle,59,65,successful,
35,Billingham,Sheffield,Ath7,back row,tackle,59,54,successful,
35,Billingham,Sheffield,Ath16,front row,def pen con ,59,55,not rolling,
36,Billingham,Sheffield,Ath22,half back,tackle,82,61,successful,
36,Billingham,Sheffield,Ath15,half back,tackle,81,50,successful,
36,Billingham,Sheffield,Ath12,centre,tackle,86,32,successful,
36,Billingham,Sheffield,Ath17,front row,turnover won,86,32,jackel,
37,Billingham,Sheffield,Ath15,half back,kick,84,35,touch kick,
37,Billingham,Sheffield,Ath16,front row,LO Throw,63,70,successful,back
37,Billingham,Sheffield,Ath7,back row,LO catch ,63,57,successful,back
37,Billingham,Sheffield,Ath36,back row,carry,66,37,gls,
37,Billingham,Sheffield,Ath36,back row,defender beaten,62,36,ran over,
38,Billingham,Sheffield,Ath15,half back,kick,56,36,touch kick,
38,Billingham,Sheffield,Ath16,front row,LO Throw,30,0,successful,back
38,Billingham,Sheffield,Ath8,second row,LO catch ,30,14,successful,back
38,Billingham,Sheffield,Ath8,second row,carry,30,14,gls,
39,Billingham,Sheffield,Ath11,back three,pass error,30,19,in touch,
39,Billingham,Sheffield,Ath8,second row,tackle,28,13,successful,
40,Billingham,Sheffield,Ath13,centre,tackle,34,50,successful,
40,Billingham,Sheffield,Ath12,centre,tackle,38,51,successful,
40,Billingham,Sheffield,Ath11,back three,tackle,50,66,successful,
40,Billingham,Sheffield,Ath36,back row,tackle,50,66,successful,
40,Billingham,Sheffield,Ath1,front row,tackle,47,38,successful,
40,Billingham,Sheffield,Ath13,centre,tackle,49,38,successful,
40,Billingham,Sheffield,Ath6,second row,tackle,49,38,successful,
40,Billingham,Sheffield,Ath11,back three,tackle,61,63.5,missed,
42,Billingham,Sheffield,Ath15,half back,kick,50,35,successful,
42,Billingham,Sheffield,Ath9,back three,kick rec,58,23,successful,
42,Billingham,Sheffield,Ath9,back three,carry,58,23,kick return,
42,Billingham,Sheffield,Ath17,front row,carry,43,35.5,gls,
42,Billingham,Sheffield,Ath22,half back,carry,41,37,tap pen,
42,Billingham,Sheffield,Ath8,second row,carry,31,35,support carry ,
44,Billingham,Sheffield,Ath29,back row,carry ,22,24,error,
45,Billingham,Sheffield,Ath12,centre,tackle,30,57,successful,
45,Billingham,Sheffield,Ath12,centre,def pen con ,30,57,high tackle,
45,Billingham,Sheffield,Ath7,back row,tackle,38,51,offload allowed,
45,Billingham,Sheffield,Ath6,second row,tackle,38,51,offload allowed,
45,Billingham,Sheffield,Ath15,half back,tackle,39,51,missed,
45,Billingham,Sheffield,Ath1,front row,tackle,39,49,missed,
45,Billingham,Sheffield,Ath16,front row,tackle,40,48,offload allowed,
45,Billingham,Sheffield,Ath14,back three,kick rec,61,4,error,
46,Billingham,Sheffield,Ath15,half back,kick,50,35,kick off,
46,Billingham,Sheffield,Ath13,centre,tackle,71,10,offload allowed,
47,Billingham,Sheffield,Ath29,back row,handling error,61,12,knock on,
49,Billingham,Sheffield,Ath7,back row,tackle,64,11,successful,
49,Billingham,Sheffield,Ath29,back row,tackle,65,12,successful,
49,Billingham,Sheffield,Ath29,back row,def pen con ,72,7,hostile language,
51,Billingham,Sheffield,Ath36,back row,tackle,25,25,missed,
51,Billingham,Sheffield,Ath8,second row,tackle,23,26,missed,
51,Billingham,Sheffield,Ath15,half back,tackle,22,27,missed,
51,Billingham,Sheffield,Ath8,second row,tackle,18,30,missed,
51,Billingham,Sheffield,Ath11,back three,tackle,11,31,successful,
51,Billingham,Sheffield,Ath14,back three,tackle,11,52,successful,
52,Billingham,Sheffield,Ath11,back three,tackle,19.5,5.5,successful,
52,Billingham,Sheffield,Ath17,front row,tackle,13,0.5,offload allowed,
52,Billingham,Sheffield,Ath8,second row,tackle,6,6,missed,
54,Billingham,Sheffield,Ath15,half back,kick,50,35,kick off,
54,Billingham,Sheffield,Ath6,second row,kick rec,68,55,error,
54,Billingham,Sheffield,Ath6,second row,handling error,68,55,knock on,
55,Billingham,Sheffield,Ath15,half back,tackle,49,69,successful,
55,Billingham,Sheffield,Ath16,front row,tackle,44,38,successful,
55,Billingham,Sheffield,Ath12,centre,turnover won,49,27,loose ball,
55,Billingham,Sheffield,Ath12,centre,defender beaten,49,27,fend,
55,Billingham,Sheffield,Ath12,centre,offload,52,26,successful,
55,Billingham,Sheffield,Ath13,centre,carry,53,18,support carry ,
55,Billingham,Sheffield,Ath36,back row,carry,50,64,gls,
55,Billingham,Sheffield,Ath6,second row,carry,63,60,open play,
55,Billingham,Sheffield,Ath13,centre,carry,52,14.5,open play,
56,Billingham,Sheffield,Ath11,back three,linebreak,60,6,open play,
56,Billingham,Sheffield,Ath22,half back,defender beaten,82,11,step,
56,Billingham,Sheffield,Ath7,back row,carry,80,33,gls,
56,Billingham,Sheffield,Ath22,half back,carry,89,33,open play,
56,Billingham,Sheffield,Ath15,half back,carry,79,46,gls,
56,Billingham,Sheffield,Ath29,back row,carry,80,55,gls,
56,Billingham,Sheffield,Ath14,back three,carry,89,55,gls,
56,Billingham,Sheffield,Ath6,second row,carry,88,51,open play,
57,Billingham,Sheffield,Ath8,second row,carry,89,40,tap pen support,
57,Billingham,Sheffield,Ath29,back row,carry,89,29,gls,
57,Billingham,Sheffield,Ath1,front row,carry,88,56,gls,
58,Billingham,Sheffield,Ath6,second row,carry,93,33,tap pen support,
59,Billingham,Sheffield,Ath15,half back,carry,89,50,gls,
59,Billingham,Sheffield,Ath15,half back,defender beaten,94,50,step,
59,Billingham,Sheffield,Ath29,back row,carry,92,55,open play,
59,Billingham,Sheffield,Ath7,back row,carry,90,52,gls,
59,Billingham,Sheffield,Ath1,front row,carry,92,29,gls,
59,Billingham,Sheffield,Ath6,second row,carry,91,16,gls,
59,Billingham,Sheffield,Ath6,second row,defender beaten,95,16,ran over,
60,Billingham,Sheffield,Ath8,second row,carry,93,22,tap pen support,
60,Billingham,Sheffield,Ath15,half back,pass error,93,39,in touch,
62,Billingham,Sheffield,Ath29,back row,def pen con ,90,60,bind change at maul,
64,Billingham,Sheffield,Ath6,second row,LO Steal,63,57,successful,
64,Billingham,Sheffield,Ath2,front row,tackle,54,55,successful,
64,Billingham,Sheffield,Ath7,back row,tackle,54,55,successful,
64,Billingham,Sheffield,Ath22,half back,tackle,45,54,successful,
66,Billingham,Sheffield,Ath29,back row,carry,50,54,tap pen,
66,Billingham,Sheffield,Ath13,centre,carry,58,22,gls,
66,Billingham,Sheffield,Ath1,front row,handling error,57,39,knock on,
69,Billingham,Sheffield,team,forwards,scrum,58,38,pen won,
69,Billingham,Sheffield,Ath10,half back,kick,59.5,38,touch kick,
69,Billingham,Sheffield,Ath2,front row,LO Throw,87,70,successful,middle
69,Billingham,Sheffield,Ath6,second row,LO catch ,87,60,successful,middle
69,Billingham,Sheffield,Ath6,second row,handling error,87,60,knock on,
69,Billingham,Sheffield,Ath6,second row,def pen con ,87,60,hostile language,
70,Billingham,Sheffield,Ath29,back row,def pen con ,58,55,collapseing maul,
72,Billingham,Sheffield,Ath15,centre,carry,41,37,gls,
72,Billingham,Sheffield,Ath15,centre,kick,45,37,open play,
72,Billingham,Sheffield,Ath23,back three,tackle,72,40,successful,
72,Billingham,Sheffield,Ath15,centre,tackle,72,40,missed,
72,Billingham,Sheffield,Ath10,half back,kick rec,27,35,successful,
72,Billingham,Sheffield,Ath10,half back,kick,30,38,open play,
73,Billingham,Sheffield,Ath10,half back,tackle,86,52,missed,
73,Billingham,Sheffield,Ath22,half back,tackle,80,64,missed,
73,Billingham,Sheffield,Ath1,front row,tackle,74,69,offload allowed,
73,Billingham,Sheffield,Ath2,front row,tackle,73,57,successful,
73,Billingham,Sheffield,Ath15,centre,tackle,74,43,successful,
73,Billingham,Sheffield,Ath6,second row,tackle,74,43,successful,
73,Billingham,Sheffield,Ath13,centre,tackle,69,6,successful,
73,Billingham,Sheffield,Ath11,back three,tackle,69,6,successful,
73,Billingham,Sheffield,Ath2,front row,tackle,62,35,missed,
73,Billingham,Sheffield,Ath18,front row,tackle,62,35,missed,
73,Billingham,Sheffield,Ath36,back row,tackle,60,35,successful,
73,Billingham,Sheffield,Ath7,back row,tackle,59,16,missed,
73,Billingham,Sheffield,Ath11,back three,tackle,51,14,missed,
73,Billingham,Sheffield,Ath13,centre,tackle,50,11,successful,
74,Billingham,Sheffield,Ath6,second row,tackle,48,35.5,successful,
74,Billingham,Sheffield,Ath6,second row,turnover won,48,35.5,forced error,
74,Billingham,Sheffield,Ath36,back row,carry,32,40,gls,
74,Billingham,Sheffield,Ath2,front row,carry,38,50,open play,
74,Billingham,Sheffield,Ath15,half back,tackle,40.5,18,missed,
74,Billingham,Sheffield,Ath16,back row,turnover won,39,20,forced error,
74,Billingham,Sheffield,Ath23,back three,carry,22,49,support carry ,
74,Billingham,Sheffield,Ath23,back three,carry,38,46,support carry ,
74,Billingham,Sheffield,Ath10,half back,tackle,39,55,missed,
74,Billingham,Sheffield,Ath18,front row,tackle,38,55,successful,
74,Billingham,Sheffield,Ath15,centre,tackle,38,55,successful,
74,Billingham,Sheffield,Ath36,back row,tackle,33,50,successful,
75,Billingham,Sheffield,Ath2,front row,turnover won,32,37,loose ball,
75,Billingham,Sheffield,Ath2,front row,carry,32,37,gls,
75,Billingham,Sheffield,Ath29,back row,carry,36.5,36,gls,
75,Billingham,Sheffield,Ath13,centre,carry,35,15.5,gls,
75,Billingham,Sheffield,Ath13,centre,handling error,47,13,knock on,
77,Billingham,Sheffield,Ath29,back row,carry,40,36,gls,
77,Billingham,Sheffield,Ath15,centre,carry,41.5,56,gls,
77,Billingham,Sheffield,Ath15,centre,atk pen con,50,56,holding on,
78,Billingham,Sheffield,Ath10,half back,tackle,36,55,offload allowed,
78,Billingham,Sheffield,Ath23,back three,tackle,22.5,63,successful,
78,Billingham,Sheffield,Ath29,back row,tackle,19,57,missed,
78,Billingham,Sheffield,Ath6,second row,tackle,12,60,successful,
78,Billingham,Sheffield,Ath9,back three,tackle,22,56,successful,
78,Billingham,Sheffield,Ath6,second row,tackle,23,54,successful,
78,Billingham,Sheffield,Ath2,front row,tackle,22,44,offload allowed,
78,Billingham,Sheffield,Ath36,back row,tackle,22,44,missed,
78,Billingham,Sheffield,Ath7,back row,tackle,16,43,missed,
78,Billingham,Sheffield,Ath6,second row,tackle,15,42,successful,
78,Billingham,Sheffield,Ath9,back three,tackle,15,42,successful,
78,Billingham,Sheffield,Ath9,back three,def pen con ,10,37,offside,
78,Billingham,Sheffield,Ath9,back three,yellow card,10,37,NA,
79,Billingham,Sheffield,Ath2,front row,tackle,8,26,missed,
79,Billingham,Sheffield,Ath36,back row,tackle,5.5,26,missed,
79,Billingham,Sheffield,Ath1,front row,tackle,5,20,successful,
79,Billingham,Sheffield,Ath15,centre,tackle,5,20,successful,
81,Billingham,Sheffield,Ath10,half back,kick,50,35,kick off,
81,Billingham,Sheffield,Ath1,front row,carry,76,8,support carry ,
81,Billingham,Sheffield,Ath1,front row,offload,80,2,successful,
81,Billingham,Sheffield,Ath7,back row,carry,81,5.5,support carry ,
81,Billingham,Sheffield,Ath7,back row,offload,82,10,successful,
81,Billingham,Sheffield,Ath36,back row,carry,81,10,support carry ,
81,Billingham,Sheffield,Ath36,back row,defender beaten,82,15,ran over,
81,Billingham,Sheffield,Ath13,centre,carry,81,61,gls,
81,Billingham,Sheffield,Ath29,back row,carry,86,55,gls,
81,Billingham,Sheffield,Ath15,centre,carry,86,47,gls,
81,Billingham,Sheffield,Ath15,centre,defender beaten,90,51,step,
81,Billingham,Sheffield,Ath7,back row,carry,88,38,open play,
82,Billingham,Sheffield,Ath7,back row,offload,90,35,successful,
82,Billingham,Sheffield,Ath1,front row,carry,81,17,error,
82,Billingham,Sheffield,Ath29,back row,carry,93,40,tap pen support,
82,Billingham,Sheffield,Ath22,half back,kick,95,41,retained,
82,Billingham,Sheffield,Ath13,centre,kick rec,93,51,successful,
82,Billingham,Sheffield,Ath13,centre,carry,93,51,gls,
82,Billingham,Sheffield,Ath13,centre,atk pen con,97,50,playing ball on floor,
83,Billingham,Sheffield,Ath13,centre,tackle,70,4,missed,
83,Billingham,Sheffield,Ath15,centre,tackle,69,5.5,missed,
83,Billingham,Sheffield,Ath16,back row,tackle,63,6,offload allowed,
83,Billingham,Sheffield,Ath11,back three,tackle,63,6,offload allowed,
83,Billingham,Sheffield,Ath15,centre,tackle,63,6,successful,
84,Billingham,Sheffield,Ath10,half back,tackle,64,60,missed,
84,Billingham,Sheffield,Ath18,front row,tackle,58,60,successful,
84,Billingham,Sheffield,Ath15,centre,tackle,56,35,dominant,
86,Billingham,Sheffield,Ath29,back row,carry,50,5.5,open play,
86,Billingham,Sheffield,Ath13,centre,carry,34,57,open play,
86,Billingham,Sheffield,Ath16,back row,carry,44,55,gls,
86,Billingham,Sheffield,Ath15,centre,carry,43,33,open play,
86,Billingham,Sheffield,Ath15,centre,offload,47,30,successful,
86,Billingham,Sheffield,Ath10,half back,kick,46,37,open play,
87,Billingham,Sheffield,Ath10,half back,kick,56,54,touch kick,
88,Billingham,Sheffield,Ath2,front row,LO Throw,90,70,successful,front
88,Billingham,Sheffield,Ath6,second row,LO catch ,90,65,successful,front
88,Billingham,Sheffield,Ath6,second row,carry,90,65,gls,
88,Billingham,Sheffield,Ath7,back row,carry,99,64,open play,
88,Billingham,Sheffield,Ath6,second row,carry,95,60,open play,
88,Billingham,Sheffield,Ath22,half back,carry,90,62,tap pen,
